order_date,order_number,order_warehouse_id,store_id,order_status,item_id,amount_per_unit,ordered_quantity,item_discount,expected_delivery_date
24/02/2023,23055831130,2,R5nYIodmu36Xo2Pwby3WZ,CLOSED,P5713741578396,880,1,0,25/02/2023
24/02/2023,23055831130,2,R5nYIodmu36Xo2Pwby3WZ,CLOSED,P787984455537272332,148,3,0,25/02/2023
16/02/2023,23047890768,2,3.96E+12,CANCELLED,P5904807559324,995,2,20,18/02/2023
07/02/2023,23038332090,2,6loQJsPlxy9qaF2Daqmi3x,CLOSED,P650495217571001862,105,4,0,08/02/2023
07/02/2023,23038332090,2,6loQJsPlxy9qaF2Daqmi3x,CLOSED,P970674242938624611,124,3,9,08/02/2023
23/02/2023,23054691898,2,clMBuGOHNZlBr6yCXKGm,CLOSED,P008857617951512834,115,2,4,24/02/2023
23/02/2023,23054691898,2,clMBuGOHNZlBr6yCXKGm,CLOSED,P414499657997387549,5880,1,0,24/02/2023
08/02/2023,23039933964,2,6kQ0dz4TeEXcPvZpGZJO2x,CLOSED,P890752154929110740,220,19,0,09/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P544845278602121277,630,2,20,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P521082482489414198,86,2,0,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P5801751019676,515,1,0,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P171655708079745725,284,1,6,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P144432447878205178,158,1,0,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P413347181032609931,665,1,25,07/02/2023
06/02/2023,23037257899,2,46J2R40aRijyMqUy1Gyffu,CLOSED,P517324238571325581,635,2,26,07/02/2023
17/02/2023,23048836248,5,4cjH3RB9rz4Ol0hCSKpTme,CLOSED,P991038858929125133,418,5,0,18/02/2023
17/02/2023,23048836248,5,4cjH3RB9rz4Ol0hCSKpTme,CLOSED,P992790416173737666,418,5,0,18/02/2023
06/02/2023,23037047968,12,33UTOPDTo4pOSVEuQpHhbo,CLOSED,P432126302312428513,95,3,9,07/02/2023
21/02/2023,23052912148,3,5ba9qMITLQ6DdXBz5llzkq,CLOSED,P510597221483309850,406,1,0,22/02/2023
14/02/2023,23045833045,11,2JeaQJKOTNMcuPF7cwRrM1,CLOSED,P5904808771740,2635,1,0,15/02/2023
14/02/2023,23045833045,11,2JeaQJKOTNMcuPF7cwRrM1,CLOSED,P5610969923740,77,1,0,15/02/2023
14/02/2023,23045833045,11,2JeaQJKOTNMcuPF7cwRrM1,CLOSED,P5889758036124,4100,1,83,15/02/2023
18/02/2023,23049786990,3,6qE0oxnFadfIa9BGmfS2ra,CLOSED,P087898865302058742,2360,3,0,20/02/2023
02/02/2023,23033201726,3,3mgng281RFm25JL8lntuQI,CLOSED,P5904808771740,2620,1,0,03/02/2023
02/02/2023,23033201726,3,3mgng281RFm25JL8lntuQI,CLOSED,P410516201720468926,2610,2,0,03/02/2023
02/02/2023,23033201726,3,3mgng281RFm25JL8lntuQI,CLOSED,P087898865302058742,2320,2,0,03/02/2023
22/02/2023,23053581424,3,7LCbErpviiq7gOeVaCokzJ,CLOSED,P171655708079745725,284,1,6,23/02/2023
04/02/2023,23035471410,3,24aHylxME5UzDnFSM5NAJ,CLOSED,P5919286657180,2730,2,0,06/02/2023
08/02/2023,23039341836,8,7glWGCFR245QW58pP9Pmsd,CLOSED,P768301087188775387,695,1,0,09/02/2023
10/02/2023,23041933203,3,7c7P6AW59Kk43OkQRyv8Tq,CLOSED,P412282621711944578,221,2,0,11/02/2023
10/02/2023,23041933203,3,7c7P6AW59Kk43OkQRyv8Tq,CLOSED,P981816590735182873,2380,1,0,11/02/2023
10/02/2023,23041933203,3,7c7P6AW59Kk43OkQRyv8Tq,CLOSED,P890752154929110740,220,3,0,11/02/2023
25/02/2023,23056847121,8,40JV2mLNHvv3UtyAMkhyf4,CLOSED,P5919286657180,3016,1,0,26/02/2023
17/02/2023,23048144398,3,2MoMuQwlYKw8bVJSvx6711,CLOSED,P544051558646689075,408,3,0,18/02/2023
17/02/2023,23048144398,3,2MoMuQwlYKw8bVJSvx6711,CLOSED,P376757209655746261,99,3,0,18/02/2023
17/02/2023,23048144398,3,2MoMuQwlYKw8bVJSvx6711,CLOSED,P5271640211612,6500,1,0,18/02/2023
13/02/2023,23044730656,8,2479H4WDoZ5lJeArd7o5lP,CLOSED,P050732763332810694,392,2,0,14/02/2023
04/02/2023,23035983700,9,1wZ90Vbxsis8WWPnS5yxFD,CLOSED,P158896010802430719,168,2,0,06/02/2023
04/02/2023,23035983700,9,1wZ90Vbxsis8WWPnS5yxFD,CLOSED,P676100578650902282,1324,3,0,06/02/2023
04/02/2023,23035983700,9,1wZ90Vbxsis8WWPnS5yxFD,CLOSED,P517324238571325581,637,5,0,06/02/2023
23/02/2023,23054640556,2,3yNcB80cpqXCRpez4pUAe5,CLOSED,P414499657997387549,5760,1,0,24/02/2023
17/02/2023,23048465129,3,37eU9IIK5iv1cFy8R5lPi2,CLOSED,P510597221483309850,408,1,0,18/02/2023
09/02/2023,23040109812,3,7LlQSYUe5fD3BrVoZU6ZZw,CLOSED,P536168783907427027,535,1,10,11/02/2023
09/02/2023,23040109812,3,7LlQSYUe5fD3BrVoZU6ZZw,CLOSED,P517324238571325581,635,1,13,11/02/2023
06/02/2023,23037653718,3,6S7YKtP4UeiByuKdEnlsWm,CLOSED,P5631859720348,295,4,12,07/02/2023
09/02/2023,23040614226,3,4NhFbxxNZUlc40bduzk8o1,CLOSED,P5636991385756,565,2,0,10/02/2023
09/02/2023,23040614226,3,4NhFbxxNZUlc40bduzk8o1,CLOSED,P715490556944948917,116,6,0,10/02/2023
09/02/2023,23040614226,3,4NhFbxxNZUlc40bduzk8o1,CLOSED,P560848400304378680,830,1,0,10/02/2023
09/02/2023,23040614226,3,4NhFbxxNZUlc40bduzk8o1,CLOSED,P5713741578396,830,1,0,10/02/2023
09/02/2023,23040355464,2,3.73E+12,CLOSED,P930766375688202259,2850,1,0,10/02/2023
06/02/2023,23037827398,3,1ISI0HQZJoA97aX8A1agYr,CLOSED,P087898865302058742,2400,10,0,07/02/2023
13/02/2023,23044423427,3,2sc0gXbmTIPvD36K6LdBoO,CANCELLED,P510597221483309850,403,3,0,14/02/2023
13/02/2023,23044423427,3,2sc0gXbmTIPvD36K6LdBoO,CANCELLED,P850744270230871589,405,1,0,14/02/2023
27/02/2023,23058970313,2,1ygyWrsxUQChUCcvcLnQtW,CLOSED,P218808347485061827,81,12,0,28/02/2023
27/02/2023,23058970313,2,1ygyWrsxUQChUCcvcLnQtW,CLOSED,P249975121528162827,105,6,0,28/02/2023
27/02/2023,23058970313,2,1ygyWrsxUQChUCcvcLnQtW,CLOSED,P521082482489414198,86,12,0,28/02/2023
27/02/2023,23058970313,2,1ygyWrsxUQChUCcvcLnQtW,CLOSED,P376757209655746261,99,12,0,28/02/2023
01/02/2023,23032528915,2,6Lk1oS75F8e4f7tNFcH7k9,CLOSED,P544051558646689075,411,1,1,02/02/2023
01/02/2023,23032528915,2,6Lk1oS75F8e4f7tNFcH7k9,CLOSED,P850744270230871589,411,1,0,02/02/2023
01/02/2023,23032528915,2,6Lk1oS75F8e4f7tNFcH7k9,CLOSED,P510597221483309850,411,1,0,02/02/2023
02/02/2023,23033372873,2,wlnW9MxDstAOdRV6Ist0S,CLOSED,P530759344667752989,505,2,38,04/02/2023
02/02/2023,23033372873,2,wlnW9MxDstAOdRV6Ist0S,CLOSED,P881311747325487679,152,40,160,04/02/2023
03/02/2023,23034545984,2,3.89E+12,CLOSED,P5902646280348,1200,8,800,04/02/2023
09/02/2023,23040567373,2,7kpADatDMuFbkNUrAh1nhI,CANCELLED,P5919286657180,2830,1,0,10/02/2023
09/02/2023,23040567373,2,7kpADatDMuFbkNUrAh1nhI,CANCELLED,P5919282921628,2715,15,0,10/02/2023
02/02/2023,23033151281,2,5f941yrWF5GwM1zQNUgq97,CLOSED,P5904808771740,2620,1,0,03/02/2023
15/02/2023,23046540693,5,17M9KI40gjcfuwTC3WFeSV,CANCELLED,P749948653529083092,2150,4,400,16/02/2023
13/02/2023,23044951245,11,69b27PSXJYWaXMjHgIkgB,CLOSED,P603216786315028027,210,3,21,14/02/2023
13/02/2023,23044951245,11,69b27PSXJYWaXMjHgIkgB,CLOSED,P5610969923740,77,12,0,14/02/2023
24/02/2023,23055138462,11,6koyzXiR8wg749y0yqQRxz,CLOSED,P5610969923740,78,5,5,25/02/2023
24/02/2023,23055138462,11,6koyzXiR8wg749y0yqQRxz,CLOSED,P850744270230871589,440,1,0,25/02/2023
07/02/2023,23038262341,15,59wbaPOl3WRXYuqlzT9Rki,CLOSED,P919132872075776614,2540,2,0,08/02/2023
20/02/2023,23051341599,12,hmRprtZHUDk4gdjwqcfVo,CLOSED,P535380095299579789,159,1,0,21/02/2023
20/02/2023,23051341599,12,hmRprtZHUDk4gdjwqcfVo,CLOSED,P144432447878205178,156,1,0,21/02/2023
27/02/2023,23058744561,17,1ecEZeuWje0IR1W6lDUZJI,CLOSED,P710149879518912481,270,25,0,28/02/2023
13/02/2023,23044296077,2,1pNYltDw1VXUN7exJqeAWr,CLOSED,P5801751019676,515,1,0,14/02/2023
13/02/2023,23044296077,2,1pNYltDw1VXUN7exJqeAWr,CLOSED,P5904807559324,995,2,0,14/02/2023
13/02/2023,23044296077,2,1pNYltDw1VXUN7exJqeAWr,CLOSED,P843453333739181497,339,2,4,14/02/2023
26/02/2023,23057146456,9,5jMWrUlD4aXkgKAsryh2rF,CLOSED,P650495217571001862,106,3,0,27/02/2023
26/02/2023,23057146456,9,5jMWrUlD4aXkgKAsryh2rF,CLOSED,P5904807559324,995,1,0,27/02/2023
28/02/2023,23059235118,2,7eXnHWkbEkJDEpz3W2REqQ,CLOSED,P183081079040544889,223,3,18,01/03/2023
28/02/2023,23059235118,2,7eXnHWkbEkJDEpz3W2REqQ,CLOSED,P915185869673987239,223,3,18,01/03/2023
20/02/2023,23051468447,5,1bPLdzo5DPQhD6QTnzIUEU,CANCELLED,P606169016700464445,2720,5,0,21/02/2023
12/02/2023,23043245632,2,7J38dPxWpqqhAOy6Lwt00u,CLOSED,P544845278602121277,630,1,12,13/02/2023
24/02/2023,23055559364,2,5fcd1rk7MClP0KFa6hCbiJ,CLOSED,P881311747325487679,152,1,3,25/02/2023
04/02/2023,23035991415,17,2oZpkWm2kPnAxBT2MCjSPv,CLOSED,P544845278602121277,610,3,15,06/02/2023
14/02/2023,23045038334,5,7mrfnCJwUSi1LXD7TM3FW2,CLOSED,P645086011443867013,122,12,0,15/02/2023
14/02/2023,23045038334,5,7mrfnCJwUSi1LXD7TM3FW2,CLOSED,P991038858929125133,414,2,0,15/02/2023
14/02/2023,23045038334,5,7mrfnCJwUSi1LXD7TM3FW2,CLOSED,P992790416173737666,414,3,0,15/02/2023
03/02/2023,23034618694,2,6IRy1CdQU1alBJwMuUWJMs,CLOSED,P510597221483309850,405,10,0,04/02/2023
14/02/2023,23045645878,5,58fdfX7L4UdgHRHRc6SWj3,CLOSED,P992790416173737666,414,1,0,15/02/2023
14/02/2023,23045645878,5,58fdfX7L4UdgHRHRc6SWj3,CLOSED,P689466123489332270,18,5,0,15/02/2023
08/02/2023,23039625892,5,5yEdtfXD8uwBg7YTgzLVn4,CLOSED,P050732763332810694,390,8,0,09/02/2023
06/02/2023,23037420120,2,14VF50fdupUFEVaeT2WoX,CLOSED,P5919296553116,1415,3,0,07/02/2023
18/02/2023,23049122700,5,2WSJ0GjJmmrIBN51qfe7Os,CLOSED,P227644615428796458,285,1,0,20/02/2023
17/02/2023,23048084174,2,2QkX8fomB32qxXzRqF0Epp,CLOSED,P5904807559324,995,5,50,18/02/2023
24/02/2023,23055527170,2,oUVb7ZOpLLZuFFvVgnewh,CLOSED,P008718124152806694,133,6,0,25/02/2023
28/02/2023,23059418787,2,4JVrJTBPWEvZ1yDseCtSz3,CLOSED,P602800325506283514,210,3,21,01/03/2023
16/02/2023,23047385877,2,7H1tqytlRPqKqpgYYx7gAL,CLOSED,P087898865302058742,2490,1,0,17/02/2023
16/02/2023,23047385877,2,7H1tqytlRPqKqpgYYx7gAL,CLOSED,P536453327695096639,1740,1,0,17/02/2023
25/02/2023,23056557547,5,4DMPKeZaWkBd0BXfwYqh5F,CLOSED,P725556372786792716,133,6,0,27/02/2023
25/02/2023,23056557547,5,4DMPKeZaWkBd0BXfwYqh5F,CLOSED,P961355115515244721,320,3,12,27/02/2023
25/02/2023,23056557547,5,4DMPKeZaWkBd0BXfwYqh5F,CLOSED,P211662356849219046,135,6,0,27/02/2023
16/02/2023,23047174141,2,6se8jBD7Z47YK11PUgg5o9,CLOSED,P087898865302058742,2490,2,0,17/02/2023
27/02/2023,23058697848,2,3PcQTlDgdNhf0G0M47URF8,CLOSED,P050732763332810694,389,4,0,28/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P999904631289230641,368,1,0,27/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P881311747325487679,152,3,9,27/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P787984455537272332,148,2,0,27/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P348858822607625208,119,3,0,27/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P510597221483309850,405,2,0,27/02/2023
25/02/2023,23056532413,3,751efhcffEsfh2Hhxw5ftF,CLOSED,P850528230662734499,379,1,0,27/02/2023
04/02/2023,23035898869,3,6dxNX47x6qCqYhvdfk9cyY,CLOSED,P087898865302058742,2320,8,0,06/02/2023
04/02/2023,23035898869,3,6dxNX47x6qCqYhvdfk9cyY,CLOSED,P510597221483309850,405,1,0,06/02/2023
17/02/2023,23048847731,8,6iUZ2rOBHsUH1U8GYMkua7,CLOSED,P358836009799511708,691,1,0,18/02/2023
26/02/2023,23057020734,8,2wCCdanQ5dxgCFbKdl5G9y,CLOSED,P744314187770496753,183,12,144,27/02/2023
05/02/2023,23036442870,9,2CP8x2Fl037kJ0Lh9v7LyK,CANCELLED,P818651031405518548,250,2,0,06/02/2023
08/02/2023,23039293521,5,1U9ga1ESBkmyp1UZWYJaBj,CLOSED,P411356364996092377,2414,10,0,09/02/2023
14/02/2023,23045219026,2,2rRzEK5IT2MgeKeI73Y5W6,CLOSED,P520976322824408671,2520,2,0,15/02/2023
24/02/2023,23055958143,5,117wig6m0cbh0aFoBizufs,CLOSED,P903330476339127758,5838,1,0,25/02/2023
07/02/2023,23038475508,2,67HQuB0mqSQ20vzdEXojYK,CLOSED,P448036085724983434,5300,1,0,08/02/2023
07/02/2023,23038475508,2,67HQuB0mqSQ20vzdEXojYK,CLOSED,P708349718485479760,5650,1,0,08/02/2023
19/02/2023,23050386457,17,6RsFSO05Cs3KmPKmurRg4Z,CLOSED,P029879096656020398,114,1,0,20/02/2023
16/02/2023,23047766602,11,Iq6oN48lSX3RVnuRYBsO9,CLOSED,P087072234420606661,90,4,0,17/02/2023
26/02/2023,23057717951,11,1Ani9YDk808xlkkTEbZGL1,CLOSED,P596217575855501788,76,6,0,27/02/2023
26/02/2023,23057717951,11,1Ani9YDk808xlkkTEbZGL1,CLOSED,P193053596797216954,2118,1,0,27/02/2023
03/02/2023,23034753289,3,38c6ElK2QaZ39Ay4RsjY6W,CLOSED,P193053596797216954,1100,5,0,04/02/2023
14/02/2023,23045213026,2,ZHZ8iHSsp1GggU1EeMX46,CLOSED,P193053596797216954,1150,5,0,15/02/2023
01/02/2023,23032539406,9,6KB1yRIVjm4Eqxr2pc9tq0,CLOSED,P214340988230593697,6770,1,0,02/02/2023
21/02/2023,23052630883,3,5FVfKwN52Lic7AEklS8cvD,CLOSED,P231207629312979616,223,2,2,22/02/2023
21/02/2023,23052630883,3,5FVfKwN52Lic7AEklS8cvD,CLOSED,P915255000303326795,195,1,0,22/02/2023
